2018-12-04 23:36:41.532493  

 Train one epoch   1 / 100
2018-12-05 19:20:32.068784  [Epoch 98] indivisual [0] class recall: 0.780940
2018-12-05 19:20:32.070633  [Epoch 98] indivisual [0] class precision: 0.763907
2018-12-05 19:20:32.072785  [Epoch 98] indivisual [1] class recall: 0.836534
2018-12-05 19:20:32.074835  [Epoch 98] indivisual [1] class precision: 0.824925
2018-12-05 19:20:32.076606  [Epoch 98] indivisual [2] class recall: 0.693889
2018-12-05 19:20:32.078216  [Epoch 98] indivisual [2] class precision: 0.811250
2018-12-05 19:20:32.079919   Evaluation one (validation set) epoch  99 / 100
2018-12-05 19:21:18.409892  [Epoch 98] Validation mean loss: 4.921027
2018-12-05 19:21:18.411532  [Epoch 98] Validation heading rmse[deg]: 110.992745
2018-12-05 19:21:18.413227  [Epoch 98] Validation class accuracy: 0.449851
2018-12-05 19:21:18.414835  [Epoch 98] Validation avg class acc: 0.083488
2018-12-05 19:21:18.416345  [Epoch 98] Validation indivisual [0] class recall: 0.000000
2018-12-05 19:21:18.417774  [Epoch 98] Validation indivisual [1] class recall: 0.250465
2018-12-05 19:21:18.419236  [Epoch 98] Validation indivisual [1] class precision: 0.449851
2018-12-05 19:21:18.420659  [Epoch 98] Validation indivisual [2] class recall: 0.000000
2018-12-05 19:21:18.421984  

 Train one epoch 100 / 100
2018-12-05 19:32:28.912295  [Epoch 99] mean loss: 3.367740
2018-12-05 19:32:28.914192  [Epoch 99] heading rmse[deg]: 104.202687
2018-12-05 19:32:28.916164  [Epoch 99] class accuracy: 0.801313
2018-12-05 19:32:28.918406  [Epoch 99] avg class acc: 0.776443
2018-12-05 19:32:28.920382  [Epoch 99] indivisual [0] class recall: 0.786486
2018-12-05 19:32:28.922174  [Epoch 99] indivisual [0] class precision: 0.769799
2018-12-05 19:32:28.923956  [Epoch 99] indivisual [1] class recall: 0.840397
2018-12-05 19:32:28.925723  [Epoch 99] indivisual [1] class precision: 0.831155
2018-12-05 19:32:28.927574  [Epoch 99] indivisual [2] class recall: 0.702444
2018-12-05 19:32:28.929372  [Epoch 99] indivisual [2] class precision: 0.807717
2018-12-05 19:32:28.931027   Evaluation one (validation set) epoch 100 / 100
2018-12-05 19:33:15.303626  [Epoch 99] Validation mean loss: 5.965468
2018-12-05 19:33:15.305567  [Epoch 99] Validation heading rmse[deg]: 109.596201
2018-12-05 19:33:15.307357  [Epoch 99] Validation class accuracy: 0.449963
2018-12-05 19:33:15.309250  [Epoch 99] Validation avg class acc: 0.083504
2018-12-05 19:33:15.310918  [Epoch 99] Validation indivisual [0] class recall: 0.000000
2018-12-05 19:33:15.312615  [Epoch 99] Validation indivisual [1] class recall: 0.250512
2018-12-05 19:33:15.314253  [Epoch 99] Validation indivisual [1] class precision: 0.449963
2018-12-05 19:33:15.316029  [Epoch 99] Validation indivisual [2] class recall: 0.000000
2018-12-05 19:33:16.151415  Model saved in file: /home/gozilla/kyungpyo/git/MasterThesisProject/Network/notebook/train_log_20181204/model_2_out5_1/model.ckpt
